id,article,highlights
d90125f3778eb6e7a85ba8f82b206d395f3a1a17,"Emotional: Nazir Akbari, 27, wept in the dock and cried 'sorry mum' during a sentencing hearing at Downing Centre District Court on Thursday . A former bikie associate wept in court today as he stood accused of attempting to extort a smash repairman to the value of $10,000. Ex ‘Brothers 4 Life’ associate Nazir Akbari, 27, took the stand at Downing Centre District Court on Thursday, crying ‘I'm sorry mum’ while holding his head in his hands. Akbari and his co-accused Mohammed Nasiri, 23, have pleaded guilty to several charges stemming from an extortion attempt by the Brothers 4 Life which targeted a smash repair business last year. At their sentence hearing, the Downing Centre District Court heard the businessman, who does not wish to be identified, received two calls in July from gang members demanding $40,000. ‘We have 4000 foot soldiers, nothing can save you,’ he was told. They told the man that unless he coughed up the cash ‘We will hurt you and blow up your shop’.Akbari and Nasiri did not make those specific calls but police say the pair went to the shop a month later and demanded $10,000. Akbari and his family cried as he described his sense of shame over what he had done. He said the Brothers 4 Life gang ‘filled him with drugs’ after became involved with the Bankstown chapter of the gang. The court heard the western Sydney chapter has since 'disbanded' and Akbari wanted nothing more to do with them, but is forced to see members every day in jail. ‘They have us all together, so I just say “Hi” and “Goodbye”,’ he said. ‘I want to change, I want to become a better person’. Nasiri, meanwhile, said he was ‘foolish’ for getting involved in the gang, whose members face charges over several Sydney shootings. ‘I'm very remorseful, I'm very sorry... Looking back at it I could have said, “No”,’ he said. Nasiri said he wants to finish his Higher School Certificate and spend time with his mother and father after being released from prison. Both men have pleaded guilty to s","Nazir Akbari, 27, attempted to extort a businessman to the tune of $10,000 .
He and Mohammed Nasiri, 23, are former Brothers 4 Life gangsters .
In court for a sentencing hearing, Akbari wept and said 'I'm sorry mum'
Nasiri also expressed remorse and said he wants to complete his HSC ."
b24e25fe533e1471000011598db16c37cd56a596,"Jack Wilshere and Alex Oxlade-Chamberlain may be Arsenal and England team-mates on the pitch - but they were bitter rivals in the dugout on Thursday. Both Arsenal midfielders managed their own sides in the final of the 2014 England Footballers Foundation Charity Cup - with Wilshere's Jack the Lads FC coming out on top. Oxlade-Chamberlain guided his Murder on Zidane's Floor side through to the final but he was eventually out-manoeuvred by Wilshere, who managed his side to a second cup in two years. Jack Wilshere (back row, third from left) celebrates with his victorious Jack the Lads FC side on Thursday . Arsenal's Wilshere (left) and Welbeck (centre) talk to Sky Sports' Geoff Shreeves at the London Soccerdome . Alex Oxlade-Chamberlain's (back row, third right) side were runners up in EFF Charity Cup tournament . Fellow Arsenal stars Danny Welbeck and Calum Chambers also managed sides at the event, held at The London Soccerdome, in aid of UNICEF. But it was Wilshere who can walk away with the bragging rights and tell his own boss Arsene Wenger that his job might not be safe for too much longer if the England midfielder can continue to develop his own coaching skills... Arsenal host winless Burnley in the Premier League at the Emirates on Saturday. A victory could see the Gunners move into the top four. Oxlade-Chamberlain (left) and Wilshere (centre) talk to Soccer AM's Tubes during the charity day . Wilshere does the peace symbol during the England Footballers Foundation Charity Cup day on Thursday . Arsenal defender Calum Chambers also posted a collage of photos on Twitter showing the day . Welbeck (centre) talks to the cameras having made his managerial debut during the charity tournament .","Arsenal players managed sides in the England Footballers Foundation Charity Cup tournament at the London Soccerdome on Thursday .
Jack Wilshere's side, Jack the Lads, won cup for second successive time .
Alex Oxlade-Chamberlain's side, Murder on Zidane's Floor, runners up .
Danny Welbeck and Calum Chambers also had sides in the tournament .
Arsenal face Burnley at the Emirates on Saturday 3pm ."
eddd066040d0749b6e44e9b8e719faa7076346cc,"By . Daily Mail Reporter . UPDATED: . 15:10 EST, 18 August 2013 . A man whose full legal name is Beezow Doo-doo Zopittybop-bop-bop was arrested in Washington County, Iowa on drug possession charges. This isn't the first major arrest for 32-year-old Beezow. He became an unpronounceable household name when he was arrested in January 2012 in a Madison, Wisconsin park. His jazzy name was the talk of local news stations and the punchline of late night comedy shows. Jimmy Kimmel famously made fun of the way anchors struggled to say his name in the news. Scroll down for video . The name game: Beezow became a household name when he was arrested in Madison, Wisconsin in January 2012. Now he's back in jail on drug possession charges again . Beezow was arrested July 20 after police pulled over a turquoise minivan weaving between lanes in Cedar Rapids, Iowa. Deputies found .60 ounces of marijuana in a mason jar as well as drug paraphernalia on Beezow and his passenger Zacahary Marinan. He faces a felony charge of possession of a controlled substance with intent to deliver, possession of drug paraphernalia and operation of a motor vehicle without registration according to Iowa court records obtained by the Wisconsin State-Journal. His trial is set for September 17 on the felony charge . If convicted he could face five years behind bars . Born Jeffrey Drew Wilschke, Beezow changed his name two years ago to something 'more fitting' for himself. In an interview with the State Journal last year, he explained the deep meaning behind each of his taken names. Back in the news: Beezow's original mugshot from his January 2012 arrest. The newest charges in Iowa could put him behind bars for as much as five years . He explained that his first name represents 'the explosion of awareness of the interconnectedness of the infinite love in the universe' and that Doo-doo 'is the struggle of our daily lives with that awareness, that with love comes chaos.' His last name, Zopittybop-bop-bop 'is th","Zoppittybop-bop-bop was born Jeffrey Drew Wilschke, but changed his name two years ago to something 'more fitting'
He was arrested in January 2012 and became a popular story for local news stations and late night comedy shows .
His latest charge includes a felony which could land him in prison for five years ."
2829f994f0dabe728189d6952f96dad461298bd2,"By . Sam Webb . PUBLISHED: . 20:25 EST, 25 September 2013 . | . UPDATED: . 03:25 EST, 26 September 2013 . Downloadable games that encourage children to spend parents' cash to proceed are being probed by the Office of Fair Trading . Video games that pressure children into spending hundreds of pounds when playing online face a crackdown from the Office Of Fair Trading. Many computer, console and mobile phone games offer players the opportunity to buy extra lives or abilities when online. It has led to many parents being left with huge credit card or mobile phone bills. Now an OFT investigation has found children are particularly vulnerable because they could feel they are letting other players down if they do not buy the content. Many games also blurred the distinction between spending virtual currency and real money and used statements or images to encourage children to make a purchase. The investigation found some games included ‘potentially unfair and aggressive commercial practices to which children may be particularly susceptible’. Now the OFT has proposed payments made by children while playing games online will not be deemed authorised, and should not be taken, unless the account holder - such as a parent - has given their informed consent. And they state that consumers should be told upfront about potential costs for playing the games, and any other important information such as whether their personal details will be shared with third parties. But Martin Lewis, founder of MoneySavingExpert.com, has criticised the OFT proposals as ‘flaccid’. He said: ‘When games like My Little Pony and others charge £69 a pop for children to buy “gems”, there is something almost sinister happening. ‘Many of these free games take advantage of children’s confusion between virtual and real money and some parents’ technical illiteracy. ‘The OFT consultation is flaccid - the problems are apparent and games makers and app stores need to be held to account. Children can unknowingly ru","Many 'free' games encourage youngsters to spend cash on upgrades .
Parent soften don't realise what is happening until it's too late .
Now the OFT is pushing for a new system to overcome the problem ."
4ec955227a4bb77b5fb92fcb88d876798cc3ed50,"By . James Nye . PUBLISHED: . 15:59 EST, 5 December 2012 . | . UPDATED: . 17:27 EST, 5 December 2012 . A Californian couple who seem not to be fans of DIY have been arrested for kidnapping a handyman for seven hours and forcing him to do work on their home earlier this week, . Authorities in San Jose said the 50-year-old man's ordeal began on Monday morning when he was called to a five-bedroom home in the affluent suburb of Morgan Hill by Jason DeJesus, 36 and Chanelle Troedson, 33 and beaten until he performed 'minor repair work around the house.' Held for almost seven hours until he managed to escape when the couple drove him to a gas station, the unidentified man was apparently told that he would be 'killed' unless he 'fixed some things around the house.' Scroll Down for Video . Chanelle Troedson (left) and Jason DeJesus have been arrested for kidnapping and assaulting a handyman at their residence in Morgan Hill, San Jose, California . DeJesus and Troedson are both now facing charges of false imprisonment, kidnapping, assault, criminal threats and conspiracy as a result of their actions, which stem from a disagreement two months ago. 'There was a dispute about services rendered,' said Santa Clara County Sheriff's Sgt. Jose Cardoza about the man's apparently uncompleted work. 'That in conjunction with him not being paid entirely.' According to the police, the handyman was contacted on Monday morning and went despite his previous difficulties with the clients. 'The victim knew he was going somewhere associated with the previous person,' said Cardoza to Mercury News. 'But he had no clue there would be trouble. Nothing stuck out about what was to occur.' 'There was some back and forth with the original person and the victim wanted to get paid. Then DeJesus got involved,' said Cardoza. 'He contacted the victim and said,'Maybe we can work something out while you're done here. Why don't you do some work?' When the alleged victim arrived at the luxury accommodation he w","Jason DeJesus, 36 and Chanelle Troedson have been arrested and charged with kidnapping and assaulting an unidentified 50-year-old handyman .
The pair made him perform work around their sprawling 4,500 square foot home in Morgan Hills, San Jose .
He escaped at a gas station when the couple attempted to drive him to another property ."
5be58b0532ecb8dd8d306fb5b1b3a82900cbc009,"(CNN) -- Steve Jobs' yacht was unveiled in a Dutch shipyard on Sunday, where the unusual boat designed by Jobs and famed minimalist designer Philippe Starck was christened ""Venus,"" after the Roman goddess of love, beauty, sex, fertility, prosperity and victory. According to Dutch website OneMoreThing, the finished ship was launched at shipbuilder Koninklijke De Vries in Aalsmeer, The Netherlands. Jobs' widow Laurene and three of their children, Reed, Erin and Eve, were at the ceremony. The Jobs family gave each of the members of the shipbuilding staff an elegant thank-you note, along with a token gift of their appreciation â€” an iPod Shuffle with the name of the ship inscribed on the back. The yacht appears to be as it was described in the Steve Jobs biography by Walter Isaacson. In the book, Isaacson wrote about Jobs showing him models and architectural drawings of the yacht, which Isaacson described as ""sleek and minimalist."" 10 great quotes from Steve Jobs . According to the report, the enormous yacht is between 230 and 260 feet long, and appears to be as it was described in the Jobs biography â€” it's an extraordinary vessel with teak decks and large panes of ceiling-to-floor glass throughout. The boat is said to have seven 27-inch iMacs on board, and a photo showed six of them lined up on a single counter (see gallery below â€” by the way, you can see 7 iMacs on the bridge in exterior photos of the ship). Did Apple's fanboy fever peak with Steve Jobs? The late Apple CEO was aware he might not live to see the boat launched, but continued to tinker with its design. Now, at its christening more than a year after his death, his quotes about the yacht become even more poignant. In the Isaacson book, Jobs said, ""I know that it's possible I will die and leave Laurene with a half-built boat. But I have to keep going on it. If I don't, it's an admission that I'm about to die."" Update: Here are pics of the yacht, courtesy OneMoreThing, used with permission. How Steve Jo","Steve Jobs' yacht was unveiled in a Dutch shipyard on Sunday and christened ""Venus""
Boat designed by Jobs and designed by Jobs and minimalist designer Philippe Starck .
Jobs family attended ceremony, gave builders customized iPod Shuffles ."
8f71ba8edaa6e70a9216510fc7f9bc8fe023dd62,"Arrest: Jose Osorio, pictured, was arrested on Friday after witnesses reported he fired multiple shots at two parked cars . A Massachusetts man faces multiple charges after allegedly shooting cars left in parking spots that had been shoveled of snow after the blizzard. Jose Osorio was arrested on Friday after witnesses reported that he fired multiple shots at two parked cars that were in spaces that had been shoveled on a street in Fall River, Massachusetts. Neighbors also overhead him banging on doors and yelling about the cars that were parked in the street shortly before he opened fire. Lt. Ronald Furtado, of the Fall River Police Department told ABC News: 'During the course of the investigation the fact came up that he was observed yelling and banging on doors in the neighborhood about vehicles parked out in the street. He added: 'Additional facts came to light that he had produced a handgun and fired at two of the vehicles.' Furtado  believes that Osorio had shoveled the parking spaces that were then occupied. He added that when officers arrived they found Osorio in the area and later found a handgun at his address. The gunman now faces multiple charges, including carrying a firearm without a license, carrying a firearm after being convicted of a violent crime and discharging a firearm within 500 feet of a dwelling. During the blizzard, Massachusetts was walloped with snowfall of up to two to three feet across eastern Massachusetts. Massachusetts and much of the Northeast is expected to face another snowstorm on Sunday night into Monday morning. Blizzard: A pedestrian walks in the middle of the street following a winter blizzard in Massachusetts, the state was walloped with snowfall of up to two to three feet across eastern Massachusetts . The storm warning is in effect from Sunday at 9 p.m., through early Tuesday morning. At least one to two inches of snow is forecast to fall an hour during the Monday morning commute.","Jose Osorio was arrested after  he fired shots at two parked cars .
He was observed yelling and banging on doors in the neighborhood .
He seemed to be angry about the vehicles that were parked in the street .
He now faces charges of including carrying a firearm without a license ."
0de14d3f93d3c85ae49db83fcd5d543e5769bcdd,"It's the battle which could decide who becomes the third team to reach the World Cup semi-finals. But one Belgian newspaper has decided to take a light-hearted look at Vincent Kompany vs Lionel Messi. Brussels based Het Laatste Nieuws opted to depict the pair dancing the tango on their front page on Saturday, just hours before Belgium clash with Argentina in Brasilia for a place in the last four. Accompanied by the headline 'Tonight we dance the tango', the Manchester City defender and Barcelona forward get up close and personal in the mocked-up image - just like they will at the Estadio Nacional. VIDEO Scroll down to watch Messi looking relaxed in training ahead of the game . Shall we dance? Vincent Kompany and Lionel Messi do the tango on the front of newspaper Het Laatste Nieuws . Battle: Kompany (left) and Messi (right) will go head-to-head when Belgium face Argentina in Brasilia . The same newspaper also reveal the result of their poll which asked who will win Saturday afternoon's huge quarter-final. A massive 74 per cent of readers believe that their country will defeat Alejandro Sabella's side and set up a semi-final clash against the winner of Holland vs Costa Rica. The confidence among the Belgian population can also be seen on the front cover of sports publication DH Les Sports, who go with the headline 'Messi, welcome to hell' and an image of the Argentina star being faced with Kompany, Thibaut Courtois and Daniel van Buyten in front of a fiery background. Van Buyten is confident that his side will deal with the threat of Messi, who has already scored four goals during the tournament. The Bayern Munich defender said of the 27-year-old: 'If he gets past one player, he will have to get past a second player, because another will help out. We will have to show our big heart.' Welcome to hell: Belgian newspaper DH Les Sports gives Messi a warning ahead of Saturday's quarter-final . Confident: Belgium defender Daniel van Buyten believes his side will deal with ","Het Laatste Nieuws mock-up Kompany and Messi dancing .
The pair will meet during Belgium's quarter-final with Argentina .
A massive 74 per cent of Belgian readers believe their side will win .
Daniel van Buyten insists his side can deal with Messi in Brasilia ."
8323130d8ae2df72e14506280e91af324ca046f1,"(CNN) -- From time to time, Sasha Raven Gross can be seen teetering around a neighborhood drinking hole. She flirts with strangers, talks gibberish and sometimes spins in circles for no apparent reason until she falls down. In one hand is her liquid of choice -- watered-down orange juice in a sippy cup. The 14-month-old toddler is the sort of barfly who's at the center of a recurring and heated debate: Should parents be allowed to bring their babies and children to bars? It is a question in Brooklyn, New York, that's fired up online arguments, prompted unofficial protests and made outsiders giggle. And while the issue may not be exclusive to that area, it's the stuff disputes are made of in what Sasha's dad, Matt Gross, calls the kid-heavy ""greater stroller zone"" of Park Slope and its surrounding neighborhoods. Single hipsters and others without (and sometimes with) kids complain about being asked to watch their language, to not smoke outdoors near strollers and to keep their drunk friends under control so as not to scare the little ones. They don't want to feel pressure to play peekaboo. They want to cry over their beers, they say, without having an infant drown them out. If anyone is spitting up, they want it to be them. ""I will get up on the subway for kids. I will be tolerant of them kicking the back of my seat while seeing a G-rated movie. But let me have my bars,"" said Julieanne Smolinski, 26, who feels guilty sucking down suds in front of staring 5-year-olds. The adults who bring their offspring to bars, she suggests, are ""clinging to their youth."" Parents, on the other hand, say that as long as they're responsible and their kids behave, they deserve the right to grab a quick drink with friends. And, they might add, in a place like New York -- where the cost of baby sitters can be prohibitive and tight living quarters can make hosting guests at home difficult -- they need places to hang out, too. ""As a stay-at-home dad, it can be kind of isolating. Bars, as m","Babies in bars are the subject of heated discussion in Brooklyn, where strollers rule .
Singles don't want to watch their language, behavior; parents don't want to be shut out .
Debate began when bar banned strollers; policy overturned after outcry, blogger says .
Dad says he's ""not knocking back double vodkas while my daughter is stumbling around"""
8fffc485659c0b98a2f252d658814e171daa146d,"By . David Mccormack . A college student who signed up for an introductory Chemistry course claims that their professor told the entire class shortly before final exams that she had been mistakenly teaching them an advanced course instead. Professor Thao Shirley Nguyen has since refused to confirm what student Lauren Firmin alleges that she told the class, while officials at the Lonestar College-University Park in Harris County, Texas, also deny any wrong doing. Firmin said she was a student with a 4.0 grade average, but found herself unexpectedly struggling with the subject during the Fall 2013 semester. Scroll down for video . Student Lauren Firmin claims that her 4.0 grade average was ruined because her chemistry teacher taught the wrong level and caused her to only get a B grade . Professor Thao Shirley Nguyen is accused by one of her students of teaching an advanced chemistry class rather than an introductory-level course that students had signed up for . ‘I was getting 40’s on every test,’ Firmin told KHOU. ‘I studied as hard as I could, did everything in my power to try.’ Then, shortly before the class’ final exam, Firmin claims that Nguyen admitted to teaching the wrong course all semester. ‘She told her mistake in class to all of the students,’ said Firmin. Nguyen told students she would add extra credit to their grades to compensate for her mistake. For Firmin that meant her F grade became a B, but still ruined her straight A, 4.0 grade point average. ‘4.0 students, we are really stressed out altogether, but this just added to it to see what I have been working for, for two years destroyed,’ she said. Tight-lipped:  Professor Ngeyen has refused to comment on the allegations since her student spoke out about it . Administrators at Lonestar College-University Park in Harris County, Texas, have denied that a lecturer taught the wrong subject for an entire semester . When KHOU tracked Nguyen down she refused to comment on the story, while college administrator","Intro chemistry student Lauren Firmin claims her professor admitted just before the final that she been teaching them an advanced chemistry course .
Firmin ended up with a B grade after failing most tests and it ruined her 4.0 grade average .
Professor Thao Shirley Nguyen has refused to comment, while Lonestar College in Texas claims the teacher was correct .
But Firmin has an email from the head of the department apologizing for Nguyen's actions ."
51fe06c283bafd855eaf12ec05110f122fc24605,"A Vietnam veteran was awarded the Medal of Honor by the President, more than 40 years after his acts of bravery. Army Command Sergeant Major Bennie G. Adkins, now 80, fought enemy soldiers in close combat, dodging mortar rounds as he dragged wounded allies to safety and even refused to be evacuated, despite having wounds of his own. Adkins, a special forces soldier, had the medal fastened around his neck with a blue ribbon by President Obama in a ceremony at the White House today. Solemn: Army Command Sergeant Major Bennie Adkins stood tall today as he received his Medal of Honour from President Barack Obama . Salute: Adkins recognised his award at the White House ceremony - and later dedicated it to his allies . The President also awarded the medal to another Vietnam veteran, Specialist Donald P. Sloat, who died after clinging to a live grenade to protect his fellow soldiers. President Barack Obama praised the soldiers as patriots whose sacrifices had never been fully realized by a nation divided over the legacy of the Vietnam War. It took an act of Congress to allow each to receive the medal so many decades after the fact. Pride: Adkins - who joked with Obama earlier today about re-enlisting - survived terrifying attacks in Vietnam . Obama is also due to give a posthumous Medal of Honor to First Lieutenant Alonzo H. Cushing, who withstood a huge Confederate advance before being killed at the Battle of Gettysburg in 1863, which will take place in the coming weeks. 'Over the decades, our Vietnam veterans didn't always receive the thanks and respect they deserved. That's a fact' Obama said in the East Room. 'But as we have been reminded again today, our Vietnam vets were patriots and are patriots.' Commenting on the decades between the acts of bravery and the medal awards, Obama said: 'Sometimes even the most extraordinary stories can be lost in the fog of war or the passage of time. 'When new evidence comes to light, certain actions can be reconsidered for this hono","Command Sergeant Major Bennie G. Adkins, now 80, was given medal today .
Fought in close combat, rescued injured soldiers and refused evacuation .
Survived three tours of duty and stood tall as Obama recognized him .
A second Vietnam soldier - Specialist Donald P. Sloat - also decorated .
He died clinging to live grenade, absorbing the impact, to save his comrades .
President is also due to honor a Union Army officer who died at Gettysburg ."
d4700a36fa76bb5fe69a7b28f3d9495a5c808b1e,"Havana, Cuba (CNN) -- Former Cuban President Fidel Castro threw his support behind Egyptian protesters Monday, hailing the ""defeat of the United States' principal ally in the bosom of Arab countries."" In a newspaper column called ""The Revolutionary Rebellion in Egypt"", Castro accused Washington of looking the other way while Hosni Mubarak pillaged his own people.  ""We support the people of Egypt and their brave fight for political rights and social justice,"" he wrote. Castro was in power for nearly five decades after his own revolution defeated Cuban dictator Fulgencio Batista in 1959. He was forced to hand power to his younger brother Raul Castro in 2006 when he fell ill. Cuban dissidents have also allied themselves with Egypt's young protesters, saying they too should try to use social media more to organize protests against the government.  On the day of Mubarak's fall, prominent Cuban blogger Yoani Sanchez announced via Twitter, ""Right now I feel like I am in Cairo. I shout and celebrate just like them,"" she wrote. ""I call all my friends to tell them: there is one less dictator.""","Fidel Castro says Egypt is a defeat for the United States .
He says Washington looked the other way as Mubarak pillaged his own people .
Cuban dissidents have also allied themselves with Egypt's protesters ."
c92985e1eb3a4c0bc418ae88d38858b4b1bda752,"By . Leon Watson . PUBLISHED: . 08:16 EST, 29 May 2013 . | . UPDATED: . 12:36 EST, 29 May 2013 . A beautiful baby girl is all smiles after being born with a pair of front teeth. Newborn Imogen Elliot, from South Wales, was born with a pair of pearly whites in her lower jaw - to the amazement of her mother, Stacey Lewis, 24. The two-week-old left midwives at the Royal Gwent Hospital, in Newport,  baffled as they noticed the pair of natal teeth, usually baby teeth which have come through early. Pearly whites: Newborn baby Imogen Elliot is all smiles after being born with a pair of front teeth . Natal teeth - which happen . in just one in every 2,000 babies - are teeth that are present when the baby is born and are . usually baby teeth which have come through early. The teeth are . sometimes loose because the root is not completely developed, and have . to be removed, but little Imogen’s teeth were given the all-clear. Mother Stacey Lewis said: 'As soon as Imogen was born, the midwives put her on my chest and I spotted them straight away. 'They're pretty noticeable- and I certainly wasn't expecting my baby to be born with teeth! I don't think the midwives knew what to say - they had never seen anything like it before.' Mother Stacey Lewis, 24, from South Wales was left baffled as when she noticed the pair of natal teeth . Midwives would not let the new family leave the hospital until they had . spoken to a specialist pediatrician. When they confirmed the teeth were . secure they were told they could go home. Father Scott Elliott, 27, said: 'We were worried the teeth might be loose, but she was checked out by a specialist who said she was fine.' Ms Lewis added: 'All these different midwives kept popping in and asking to see 'the baby with the teeth', it was funny. 'Our family were really shocked - they had never even heard of it before. That's when we realised how rare it is. 'We'll be booking her in for her first dental appointment soon, just to make sure they are grow","Imogen Elliot was born with a pair of pearly whites in her lower jaw .
It left her mother and midwives at the Royal Gwent Hospital  baffled .
Natal teeth  happen .
in just one in every 2,000 babies ."
d3ade2b69df05e6d712400cc725e0e0bbfa1dc2e,"By . Lizzie Parry for MailOnline . Experts have today called for half-day closing on the high street to be brought back to stop overworked shop employees suffering stress. The move would be familiar to millions of older people who will remember when whole town centres across the UK closed down at lunchtime one day a week to prevent shop staff being exploited. One leading psychologist said the move would have a similar effect today. Professor Craig Jackson, from Birmingham City University, said it would compensate millions of low-paid employees, who put in hours of overtime. Experts have called for half-day closing on the high street to be brought back to stop overworked shop employees suffering stress . He said it could also save the NHS millions of pounds a year in treating those who suffer stress and other conditions related to working too hard. Professor Jackson said millions of employees regularly work through lunchbreaks, stay late or come in early for no extra pay. Many are low paid workers who fear losing their jobs and will put in extra hours for no money in order to show willing. He said: 'The UK workforce still has the highest mean number of full-time working hours of any European country. Professor Craig Jackson from Birmingham City University, said it would compensate millions of low-paid employees, who put in overtime. File picture . 'As a country we work too many hours - and we also rely on the culture of unpaid overtime and the willingness of millions of employees to work outside of the 9 to 5 for free, on a regular basis. 'Working unpaid overtime is now expected of workers in countless organisations, and technological advances facilitate this.' These advances include being contacted by email or text in out-of-office hours and even on holiday. Trading laws from the beginning of the 20th Century limited the hours shops and many business could operate across a working week. This included being shut on Sundays. To regulate these hours, they had to close ","Trading laws from 20th century limited hours shops could be open .
Most high streets traditionally shut on Wednesday afternoons .
Professor Craig Jackson at Birmingham City University has called for the rules, repealed in 1994, to be reinstated .
He said it would compensate overworked staff who put in hours of overtime ."
c91edef283c04bf666a06f0870a35bce4f1faee9,"While not everything that glitters is gold, the sparkling new polish from celebrity manicurist Deborah Lippmann most certainly is. The celebrity nail maestro has created a dazzling new varnish, appropriately named Gold Digger, using flecks of real 24-carat gold. And with famous fans that include Lady Gaga, Lena Dunham, Kelly Clarkson and Sarah Jessica Parker, the luxury lacquer has already secured the A-list seal of approval as well as an A-list price tag. Celebrity favourite: Deborah Lippmann, who paints the nails of Lady Gaga, left, and Kim Kardashian, right, has created a dazzling new varnish, appropriately named Gold Digger, using flecks of real 24-carat gold . The polish, which aims to create a textured manicure, will go on sale for £50 at Selfridges later this month. As well as gold flecks the varnish is packed with green tea extract and biotin and was used by Deborah herself backstage at the SS15 Badgley Mischka show at New York fashion week last month. And this isn't the only Lippmann polish to contain an unexpectedly expensive ingredient: also available are polishes that contain powdered diamonds and crushed pearls. As a result, the brand has become a regular on the fashion circuit with Valentino, Bulgari and Burberry among those to enlist Lippmann for their shows. That's one expensive top coat! The £50 polish aims to create a chunky gold manicure . The manicurist has also created bespoke looks for some of the biggest celebrity names in the business. Most famously, Lippmann did the nails of Reese Witherspoon on the night she took home an Oscar for her part in Johnny Cash biopic Walk The Line in 2005. Lippmann has also teamed up with some of her celebrity clients to produce bespoke shades that are available for the rest of us to buy. Among the A-list approved hues are Lara's Theme, a bright orange-coral created with the help of model Lara Stone, and the glamorous deep red Just Walk Away Renee, which was originally made for Renee Zellweger, Sarah Smile for Sa","Deborah Lippmann unveils Gold Digger polish .
Her clients include Lena Dunham and Sarah Jessica Parker .
Christian Louboutin recently unveiled £36 varnish inspired by his shoes ."
aec055ff65af66803bdd4d401ee7ebf0187e0834,"Demand is once again outweighing supply at Apple, with the company reporting more than four million pre-orders of its new iPhone 6 and iPhone 6 Plus in 24 hours, exceeding its initial pre-order supply. The number of orders, which doubled the 2012 record set by the iPhone 5 when it sold two million models in its first 24 hours, even caused the Apple site to crash last week. If they build it, consumers will buy. Scroll down for video . Winning: Apple sold four million iPhone 6 models in just 24 hours . Customers who pre-ordered can expect to receive their new phone as early as Friday, though some will have to wait until October to finally get their hands on the latest Apple model. The phones, which start at $199, will also be available on a walk-in basis beginning Friday at Apple retail stores, as well as AT&T, Sprint, T-Mobile, Verizon Wireless and other authorized Apple resellers. Unveiled last Wednesday, the latest addition to the Apple family is not wildly different than its predecessor, the aforementioned iPhone 5, though the new model is slimmer, has a larger screen made of 'ion strengthened glass,' and has a slightly longer battery life. For additional money, users can also get more memory on their phone. The biggest change however is the introduction of Apple Pay, which allows owners to use their iPhone 6 to pay in stores and within apps in an easy, secure, and private way. The Financial Times reported today that this system is expected to make the already ridiculously rich company even richer, with two people familiar with the non-public terms of agreement claiming Apple will make 15 cents off of every $100 purchase. Early Apple Pay partners include the 11 biggest US card issuers, representing 83 percent of the market, and retailers such as McDonald's and Walgreen.","Apple has broken its record set in 2012 by selling four million iPhone 6 models in 24 hours .
The company previously sold two million models in 24 hours when it introduced the iPhone 5 .
The iPhone 6, with new Apple Pay, will go on sale at stores starting Friday ."
16ba299b31a39be90a0fcd78ca60918663b790d8,"Arsenal forward Theo Walcott has expressed delight at regaining his fitness and revealed he is eager to make up for lost time and form a partnership with Alexis Sanchez. Walcott was handed his first start of the season as the Gunners beat Hull 2-0 in their FA Cup clash courtesy of goals from Per Mertesacker and former Barcelona star Sanchez. The 25-year-old has been watching his new team-mate from the sideline this season and admitted he was pleased to finally link up with him on the pitch. Theo Walcott was handed his first start of the season in Arsenal's 2-0 win against Hull in the FA Cup . Per Mertesacker wheels away in celebration after scoring for Arsenal in the first half of the FA Cup clash . 'He's a special player,' Walcott told the BBC. 'It's great to finally get on the pitch with him and I'm sure there's going to be a lot more appearances of me and him together. 'It's amazing (to be back). It's been a year now, it was good to blow cobwebs away. I'm not putting too much pressure on myself. It was nice to get a start and as long as I'm getting in those chances I'm pleased.' The England forward is no stranger to lengthy spells out injured and stressed the separation from his team-mates was the most difficult aspect. He said: 'Mentally the main target is to see how you can cope with your team-mates going out to training and your the only one in the rehab room its difficult like that but I had a lot of personal things in my life that took my mind off it.' Manager Arsene Wenger, meanwhile, was pleased with Walcott's return, even if he didn't convert the chances presented to him. He said: 'There were some positive signs - you could see he has not lost the timing of his runs. It will come.' Alexis Sanchez doubles their lead late in the second half after turning Curtis Davies on the edge of the box . The Chilean forward tweeted a picture of himself taking a bath after his man-of-the-match performance . Walcott revealed he was delighted to finally play with Sanchez ","Arsenal beat Hull City 2-0 in their FA Cup clash at the Emirates Stadium .
Gunners captain Per Mertesacker scored a header in the first half .
Alexis Sanchez doubled their lead late in the second half .
Theo Walcott expressed his delight at being able to play with Sanchez ."
